AR_I_(1),AR_I_(2),AR_I_(3),AR_I_(4),mu_(I),loglik_I,logpost_I,MA_I,measerr_scale_I,sigma_I,VAR_I,L_5100,L_3000,L_UV,L_H_beta,MG_II,0II_5007,OIII_4959
0.627193859126,0.416703316617,0.00652132331077,0.000809876124202,19.6914656486,130.414648061,130.414648061,4.5408183047e-26,1.10785408625,4.82196810892e-05,0.0065872488568,44.59427,45.16364,8.01e43,42.67943,43.34918,41.82378,41.74407
0.725040841049,0.0866682748398,0.00051766425917,2.64821684857e-05,19.6049108358,158.669322496,158.669322496,3.84768226603e-35,0.97472877882,2.9659775715e-06,0.0104057884579,44.80879,45.38134,1.63e45,42.52063,42.99591,41.53349,41.82133
0.508201927132,0.284866450036, 0.0058952073741,7.6264791229e-07,20.0459360768,119.799947351,119.799947351,4.36722989497e-17,1.10719646621,7.05486504882e-05,0.0162842437054,44.75154,44.71793,1.32e45,42.55448,42.67819,42.01386,40.68333
0.137646365367,0.510672546751,0.0244962434509,2.53331940312e-05,19.6648576446,100.223296457,100.223296457,4.75129043563e+17,1.14793650707,4.90476721871e-20,0.00537582529301,44.08426,44.52579,1.01e45,42.22238,42.87405,41.86658,40.86122
1.06426143347,0.560143439523,0.0275976425941,0.000125418954819,18.3690550681,163.474968388,163.474968388,7.43461815937e-14,0.909839281267,0.000191837581438,0.00746446718142,44.34647,44.77300,6.82e44,42.53414,42.82767,41.64106,42.45178
0.43888411508,0.720619204354,0.199147634602,7.83128393817e-05,19.6175779591,105.780301771,105.780301771,2.71186943282,1.15996223133,0.00140592898666,0.00345863515676,44.41080,44.90015,1.58e44,42.31086,43.02815,42.85326,40.90548
0.612913264823,0.803198972342,0.030077194464,0.0025079404449,20.166596045,96.1410301619,96.1410301619,7.27940458564e-36,1.18865065267,0.000318205273746,0.00857796470262,44.44258,44.95125,4.69e44,42.33134,43.10245,41.57529,42.26538
0.109190409747,0.959552711287,0.0137455426934,0.000278055229602,19.5894866462,115.708116109,115.708116109,1.37033138937e+21,1.40206807511,1.00458692572e-23,0.00708638686728,44.48394,44.86517,6.73e44,42.64806,42.22104,"42.74552

",42.12025
0.351538658688,0.121836923783,0.00148265842994,0.000168311789801,19.3387497329,114.448466236,114.448466236,1.23965775558e-42,1.22065532472,2.31262828383e-05,0.0312732778748,45.03598,44.04390,1.19e44,43.01677,42.48675,41.89148,41.94719
0.422067767631,0.379385513725,0.0134828218463,5.09636100271e-06,18.0456882595,147.676885812,147.676885812,4.18724149126e-11,1.10241688045,0.000131710644728,0.0196476632208,44.61065,44.63855,8.45e44,42.68640,42.92635,42.35133,41.81223
0.601846416747,0.280059730029,0.00720402055118,2.98749089614e-05,19.662667633,110.270267168,110.270267168,1.3620210946e-28,1.10173060477,0.000116581614985,0.0209599638555,44.70652,44.54728,2.03e45,43.10906,42.99379,42.24738,41.59778
0.339128046002,0.090493529548,0.000849559252116,4.37704784176e-05,19.4704789191,95.7004521329,95.7004521329,5.23782930997e-17,1.32393935684,1.91888206496e-05,0.0932642817587,44.83296,44.77257,2.26e44,42.94242,43.10417,42.12112,40.75320
0.750724367146,0.702631217978,0.0292738179358,2.1698586645e-06,19.7803834668,125.946150056,125.946150056,3.39507878446e-64,1.33943900266,9.94965221943e-05,0.002800250423,44.32271,45.09934,9.33e44,42.95855,43.11582,41.32674,41.60521
0.615978683883,0.351632247605,0.00550412261345,0.000215966035512,19.2941268268,131.956183373,131.956183373,1.5191423754e-29,1.05160780638,2.03269172061e-05,0.0457152883898,44.84746,45.06645,1.98e45,42.99467,43.09889,42.10446,41.95696
0.648641659297,0.10517929661,0.00105871240029,1.63993838914e-05,19.6874380031,114.847625119,114.847625119,7.44687355745e-36,1.36265985496,0.00373974611153,0.0717196624417,44.66365,44.86206,4.85e45,42.96763,43.71762,42.44759,41.90367
1.13860852978,1.20303712048,0.330075822503,2.44112688128e-06,19.0798635973,118.982831208,118.982831208,8.50283575453e-15,0.974800617833,1.82824158909,0.0220881940252,44.76287,45.78051,2.94e44,42.07823,43.36264,42.41232,41.83543
2.58743453914,58.8009429603,73.117846336,0.000954763535108,16.9142224586,127.313709356,127.313709356,2.79350141055e-55,1.15093350474,2.98806962675e-05,0.0221597529262,45.10199,44.68850,3.45e44,42.26986,43.46540,42.42352,42.34942
0.443149824282,0.231784276651,0.00225342624491,754.987830297,19.694794449,107.139994637,107.139994637,2.97336379983e-28,1.23736992651,3.32533768341e-05,0.0378585287425,44.64622,45.12138,7.25e44,42.46464,43.07342,42.75009,42.26263
0.319921147015,0.174375244967,0.00302847056818,4.67219380634e-06,18.8092300578,159.235245859,159.235245859,1.69067133528e-14,1.30710215186, 1.88823145861e-05,0.00829863489976,44.87745,44.82848,1.59e45,42.82392,43.31099,42.49940,41.70028
0.404594939565,0.0843090024455,0.00130520717531,1.06056095009e-05,19.80708826,125.963944853,125.963944853,5.17509371362e-19,1.34345273727,3.76907871093,0.0303017660899,44.09679,45.09556,3.34e45,42.88789,42.89897,41.63015,41.54967
31.5104231573,28.7800396196,484.681534713,2.16037015511e-05,17.8286626333,325.682353962,325.682353962,4.11016327312e-17,1.29645115531,0.0282929913924,0.0106053266911,44.27269,44.48811,1.19e45,42.22354,43.47677,42.17727,42.27398
1.28037633364,1.88695030011,2.10582221164,1.27461730822,17.7515670101,109.216010684,109.216010684,3.01874751688e-35,1.05885898211,4.2797805084e-05,0.0291323637876,44.44430,45.38660,1.52e44,42.74993,43.09807,42.71115,41.72772
0.783039225513,0.297828530838,0.00298683869792,0.00601102290518,19.4269320369,144.245696712,144.245696712,7.87474175372e-42,1.13677048425,0.0181978485038,0.0449678013167,44.93558,44.78246,9.22e45,42.63238,43.30349,42.28624,42.22803
1.13286409305,2.03666399792,1.97710932255,6.16157216413e-06,19.6115341705,128.700878316,128.700878316,2.37089724699e-16,0.908401418727,0.0111909557218,0.0138197571328,44.09816,44.95779,1.47e45,43.42872,43.27955,42.75240,41.29200
1.25384937326,2.73013238889,0.603158713851,0.00630959628832,19.3090917931,116.350057787,116.350057787,3.75179704831e-53,1.15062890458,0.000707565154714,0.0615374683673,44.33125,44.90453,2.43e44,43.11371,43.02225,41.54856,41.82570
0.5381400064,0.80772454528,0.0523242359778,0.0016305157304,18.7865138297,131.888559835,131.888559835,1.84958851886e-18,1.13582456621,4.52467194815e-05,0.0240061101028,44.44104,45.34227,3.99e45,43.12829,43.17504,42.34606,41.51603
0.247164553151,0.33913061733,0.00244350623175,0.000191190841887,19.909626644,114.424177945,114.424177945,2.73930030355e-34,1.33723138949,0.00494280054621,0.0730758721636,44.33125,45.01199,1.34e46,42.77936,42.10240,42.01922,42.73611
1.46687491732,1.96583081582,0.260296523256,5.65484734757e-06,19.677689687,114.137993732,114.137993732,6.19757971675e-26,1.04333698531,0.00305250243543,0.0392523002853,44.44104,44.20388,2.24e44,43.46437,42.55260,43.19707,41.45944
0.753570915348,1.98167066521,0.118841915496,0.00121882508015,19.6011664929,103.098445644,103.098445644,1.69302655064e-34,1.29848306969,8.98629984011e-05,0.102007430252,44.88637,44.42333,1.83e45,42.66776,43.10894,42.01806,41.37077
0.574249352574,0.489230032873,0.0092710725707,0.000340750021668,19.2594038382,139.491236184,139.491236184,2.53381132187e-17,1.50178519214,0.0010289194008,0.0160152059795,44.30239,44.70367,1.83e45,43.06504,43.42597,41.72686,41.47399
1.19260594175,1.78347383255,0.145675621805,2.31906743126e-05,19.5765639276,103.800253519,103.800253519,3.50962392629e-36,1.26421674412,2.65444419268e-05,0.00616590050561,44.22117,45.16175,1.57e45,42.62014,42.34814,41.23371,41.72148
0.484358303338,0.164495914197,0.00206693985378, 0.0010706976928,19.8909994994,107.887504602,107.887504602,4.5170037039e-56,1.12139701725,0.00119959865715,0.023553015726,44.76188,44.19785,3.47e45,42.65596,42.67153,41.78927,41.44395
1.07287803133,1.37004518079,0.176160546204,7.17351418403e-06,19.437672909,115.073453781,115.073453781,2.64129659243e-50,1.25409781583,0.0001776642384,0.00582096510254,45.09383,44.47436,4.96e44,42.77973,43.02249,42.62721,42.11013
0.810962525486,0.618152847313,0.603158713851,0.000678320345033,18.4441563456,130.991654391,130.991654391,2.30882432091e-25,1.3858887941,3.15249532586e-05,0.0130531384624,44.44021,44.48945,2.89e44,43.13841,42.99758,41.27474,41.75123
0.344157663504,0.286408568185,0.0523242359778,6.91439847304e-05,19.7109570986,139.909863081,139.909863081,3.7054284578e+25,0.975498953288,0.000505723213754,0.00445049698154,44.54921,45.16544,1.76e45,43.29014,42.79588,41.97106,41.68625
0.526391475162,1.05543194473,0.00244350623175,4.96305772822e-05,19.2925138183,258.353909965,258.353909965,6.37662630044e-13,1.19949226184,2.19349780683e-28,0.0113250631093,44.65970,44.73836,1.18e45,42.56854,42.95531,42.12706,42.28107
0.542157811172,3.3798447496,0.260296523256,0.000222116153461,19.5672396303,106.595740807,106.595740807,7.56295040626e-30,1.22875135867,0.0364072982934,0.0131161105929,44.79900,44.70017,1.82e44,42.33321,42.97747,42.08910,40.65519
1.98077373591,6.52397200177,0.118841915496,0.000644631174373,19.2994412851,96.0485971941,96.0485971941,1.13418933635e-17,1.31004723633,0.000141857344951,0.0161449473661,44.18964,44.99169,5.56e44,42.37821,43.37527,,41.50676
0.845353978004,0.304581493398,0.0092710725707,0.0126605946674,18.8119264209,119.202722678,119.202722678,1.09247287802e-46,1.27687774018,8.30114794711e-05,0.0206247886954,44.25669,45.37277,9.08e44,41.91246,43.20201,,41.59405
0.506136519372,0.364720378386,0.145675621805,4.21983018385e-05,19.8448080424,103.00195261,103.00195261,3.50844723034e-46,1.1579840566,0.0133617396855,0.0195708935664,44.35819,44.99354,5.44e44,42.10484,42.73059,,41.85345
1.54391806382,3.4354517004,0.00206693985378,5.24208297263e-05,19.7207428237,110.483401471,110.483401471,4.42441395454e-40,1.25584937721,6.18956304688e-05,0.010585421104,44.91202,44.65862,8.59e44,42.66324,43.06928,,
0.685466883108,0.363129664647,0.176160546204,0.00659126207532,19.670824398,99.5502639116,76.9173599274,7.02525950042e-29,1.69277692418,0.00768312277818,0.0415979557683,45.05713,44.56841,5.84e44,42.58026,42.78089,,
1.51441248683,2.03249063337,0.0161604825353,9.78957296324e-06,19.9311942468,117.632896015,99.5502639116,2.52977089551e-38,1.39348133971,0.000213030882021,0.0209506970172,44.56043,44.65633,2.07e45,42.28675,42.88707,,
0.489403669299,0.47069691593,0.00499734953835,0.00257407582658,19.5382123809,94.0190633796,117.632896015,5.97127578131e-22,1.17312881676,6.63833561982e-05,0.0159269107525,44.78145,44.59963,1.41e45,42.41024,43.05763,,
0.505754344996,0.159460433558,0.0466282334476,7.33935319307e-05,19.7890031038,117.162653009,94.0190633796,1.04821049647e-42,1.2867679508,4.5012831822e-05,0.146826248379,44.77507,44.73006,3.38e44,42.71884,42.56775,,
0.577821206716,0.23398297777,0.131392729434,6.53901144229e-06,19.9563166525,95.3800941105,117.162653009,27293029248.2,1.1149761799,0.0010377745752,0.041325239178,44.36424,44.47789,9.04e44,42.63816,42.90808,,
0.935711013349,1.34163861603,0.131392729434,7.45029559678e-06,20.3164042922,94.6143262933,95.3800941105,9.3650947635e-46,1.2390876376,2.11766895849e-12,0.0151797121187,44.17580,45.01247,1.32e43,42.27794,42.80545,,
0.189423115683,4.6360638814,3.16642796772,0.000499255528912,18.5902407074,79.8075016896,94.6143262933,1.88169169405e-38,1.23997634255,0.000336062361655,0.0135861198193,44.40151,44.55196,2.89e44,42.67026,43.32544,,
0.629876143999,0.450389807634,0.0107737970663,0.00304331329442,19.8421197627,144.270284897,79.8075016896,6.2950427695e-41,1.50939034106,0.00027229209974,0.071000304307,44.20654,44.98618,6.62e44,42.11144,42.78329,,
0.668967821011,0.772784978711,0.010135114772,4.50609957421e-05,18.1391871792,114.551376834,144.270284897,3.75248354618e-32,1.31635831744,0.0198448350914,0.0176093551105,44.59746,45.06799,4.59e44,,42.81910,,
2.65271986821,1.25047624899,1.2353936783,7.11995576353e-05,18.8968894987,109.263898204,114.551376834,1.36204652175e-06,1.28875587569,0.00648540308411,0.0158263793915,44.17015,44.86777,2.73e44,,43.24706,,
1.24541650503,2.43634308633,0.00431663243108,0.00569910478952,20.0129524495,111.50977621,109.263898204,,0.968653530765,0.014508764919,0.0306911028853,44.31297,44.71317,1.01e45,,43.23054,,
0.927962610278,1.82410104458,0.552361927407,0.00205158653719,19.3428933195,,111.50977621,,1.07768391547,,0.00574003318697,44.52867,44.93590,2.20e45,,42.79880,,
,,0.0180763783361,0.0163515345751,,,,,,,,44.68251,44.57434,4.22e44,,43.06437,,
,,0.00237683290573,,,,,,,,,,44.45962,5.85e43,,42.75987,,
,,0.00295667242875,,,,,,,,,,45.73744,5.17e44,,42.79383,,
,,0.0831945968456,,,,,,,,,,44.28572,3.41e45,,43.66837,,
,,0.243707689078,,,,,,,,,,0.01334,1.07e45,,42.68648,,
,,0.0185626784736,,,,,,,,,,44.39641,1.48e45,,42.38523,,
,,0.0279092726913,,,,,,,,,,44.43794,3.18e44,,42.91559,,
,,2.28580961963,,,,,,,,,,44.40271,8.92e44,,43.06190,,
,,0.387038680027,,,,,,,,,,44.66232,3.46e44,,,,
,,1.85600210813,,,,,,,,,,,9.01e44,,,,
,,,,,,,,,,,,,6.52e44,,,,
,,,,,,,,,,,,,1.02e45,,,,
,,,,,,,,,,,,,3.11e44,,,,
