AR_R_(1),AR_R_(2),AR_R_(3),AR_R_(4),mu_R,loglik_R,logpost_R,MA_R,Measerr_scale_R,sigma_R,VAR_R,L_5100,L_3000,L_UV,L_H_beta,MG_II,0II_5007,OIII_4959
0.915703379139,0.783238250496,0.029827175651,8.18478030681e-05,17.9310068796,154.399354779,154.399354779,1.3214203225e-47,1.14223878456,0.000240030502245,0.0112963624337,45.32733,45.48131,2.66e45,43.32896,43.40307,42.46937,42.26057
1.13295892839,1.91005349201,0.939109391062,0.00251760001972,19.012667635,150.212161079,150.212161079,3.11986896185e-75,1.05205419057,0.00993675186838,0.0224748912666,44.51848,44.56355,3.99e43,42.77419,42.88364,42.14843,41.77629
0.379168437895,0.0430599293613,0.000272716173343,5.96278362141e-07,19.90780242,109.16860392,109.16860392,1.56920545244e-16,1.15330669987,9.76313891168e-06,0.206401389576,44.32612,44.48522,3.69e44,42.49316,42.96359,42.26489,41.71549
0.41596623869,0.0825136888195,0.000987472349751,4.64012522977e-05,19.8898370605,117.03844569,117.03844569,1.87378394515e-23,1.21488028496,6.29309828851e-06,0.0137417088367,44.69770,44.94271,3.47e45,42.94092,43.16836,42.23722,41.18078
0.449153811947,0.418695369789,0.00891768466229,2.57978123735e-06,19.2378373253,131.885923823,131.885923823,3.55659168647e-20,1.41006183022,0.000146408353168,0.0320520152581,44.30242,44.85158,5.48e43,42.53794,43.45705,41.93680,42.12107
0.415650813008,0.105249436338,0.00105698643531,9.66970182321e-05,20.0571027717,94.4468180006,94.4468180006,5.67079437e-25,1.16117900995,3.88282630693e-05,0.253407239354,44.83574,44.44037,1.28e45,42.97453,42.68371,42.56680,42.05108
1.06123649786,0.639179998971,0.0164019031363,2.00972398644e-05,20.2812600302,102.201247441,102.201247441,0.00128645258971,1.00754699266,0.000131123843885,0.0468873175417,44.57033,45.03819,6.45e44,42.60063,43.23716,42.09058,41.75146
0.474634460186,0.11635376855,0.00398201329877,0.00559334660294,19.2040115859,133.644247703,133.644247703,3.32486437988e-16,0.940961400031,6.25613683721e-05,0.0222616215445,44.30397,45.01922,9.77e43,43.24299,43.23716,42.77714,42.05108
0.517322103995,1.62911435303,1.62911435303,0.00376915315694,18.6464381635,122.880141986,122.880141986,1.08763298195e-12,1.02884962705,0.0185304067499,0.0194924740526,44.43193,44.83776,3.95e44,42.59860,42.99633,41.67878,41.75146
1.14826679211,0.992124260985,0.858132538096,0.00550360870723,17.8458809778,125.49359891,135.415959646,9.80904127704e-09,1.06381018063,0.00771461031285,0.00850955625864,44.75459,44.34770,5.36e44,42.46524,42.74858,42.64946,42.27146
1.60680945702,1.61047820847,2.07650021317,1.48834531437e-06,19.906598806,115.575280015,115.575280015,6.32119457193e-28,1.13806407125,0.0242788339133,0.0267672826542,44.69916,44.65749,2.81e43,43.46676,42.96205,42.07596,41.86849
0.236181574174,0.0331338746695,0.000312939637666,6.56104458462e-05,19.8647350493,96.1240721962,96.1240721962,1.92090965803e-36,1.37160966651,2.44330920099e-06,0.0174291725695,44.88584,45.15750,2.01e45,42.78628,43.15557,42.64170,42.36900
0.53251179812,0.479907260564,0.0163411531814,0.000209304579912,19.9496410119,127.602538386,127.602538386,9.69439844557e-58,0.981415400281,0.000264168854186,0.0346284500808,44.43886,44.86974,8.19e45,43.07690,42.93223,42.35470,42.20851
0.647998605708,0.507826675173,0.0187544299042,0.00320594965583,19.8113097736,109.954746892,109.954746892,1.33706153251e-31,1.0246171503,0.000458797932377,0.0215284944274,44.10607,45.20451,1.66e44,42.46310,43.45330,41.79072,41.59024
0.602235807219,3.59411657572,1.25089491397,0.000738476007487,18.5303974788,152.709658002,152.709658002,1.50718733444e-14,0.968373406051,0.00924481561125,0.0118022858453,44.28278,44.41496,7.28e44,42.56917,42.80388,42.43821,42.14885
1.14911118443,1.8302102174,0.273179402696,0.00498923415476,19.6550322556,132.538366472,132.538366472,9.30102292916e-49,1.32811840799,0.00211136651464,0.0105561742012,45.03406,44.07756,1.18e45,42.51944,42.61017,41.49444,41.85274
1.77457510439,3.70562601252,1.31856619959,9.90477580258e-05,19.8162143606,104.92043409,104.92043409,3.53131279859e-20,1.229618093,0.0164331192413,0.0225346542715,44.28599,44.46839,1.78e44,42.79810,42.98336,41.62131,41.22986
0.689234934501,0.960969278232,0.0320739654414,6.00222544883e-06,18.6676632089,166.146616486,166.146616486,1.75500767908e-14,1.28735907722,0.000292970054113,0.0128293691048,44.51935,44.94597,1.57e45,42.05927,43.26494,42.24820,42.19560
0.555092529927,0.276273062426,0.00277687456876,4.3066343057e-06,19.9273477774,137.986398031,137.986398031,5.15859534253e-25,0.997682223615,4.40794317511e-05,0.0557116304641,44.25256,44.97579,2.07e45,43.25239,43.38464,42.40217,41.26026
0.26917397989,0.103355861017,0.0011964853944,0.00639215686892,19.7626602069,116.624728616,116.624728616,1.31191981293e-39,1.18420033544,1.10270341726e-05,0.0120554507216,44.13888,45.31695,1.48e45,42.20292,42.59487,41.99311,41.90872
2.42497687225,1.28606896718,2.68162744351,1.58264139386e-05,17.2655075337,164.310608871,164.310608871,1.07336704553e-24,0.893697088021,0.0164364845212,0.0084802129428,44.97359,44.42739,1.12e45,44.17511,42.63465,41.82681,41.46316
0.303759998317,0.19706228008,0.00282771670246,0.00012156618865,19.9787579922,129.123536368,129.123536368,2.55289065798e-25,1.0672705455,4.03608839246e-05,0.0187104617006,44.90593,44.67777,9.34e44,42.71012,42.81970,42.10764,42.01054
0.577994431199,0.462994064804,0.0230866399711,0.000243380587348,19.9523992985,106.599550386,106.599550386,6.11463847369e-35,1.18510105143,0.000169657237243, 0.0187104617006,45.67979,44.66881,6.98e44,42.68983,42.33877,42.00149,41.62996
