AR_R_(1),AR_R_(2),AR_R_(3),AR_R_(4),mu_R,loglik_R,logpost_R,MA_R,Measerr_scale_R,sigma_R,VAR_R,L_5100,L_3000,L_UV,L_H_beta,MG_II,0II_5007,OIII_4959
0.959373404144,0.972193424393,0.0505677673367,0.00120097873817,19.5207734312,132.337080925,132.337080925,1.46918017149e-20,1.09969918868,0.00076091897385,0.00651682724282,44.45743,43.97203,4.11e44,42.50119,43.42820,41.47306,41.89955
1.44476485755,2.37536923601,0.328910689487,1.31332711424e-05,20.0311851831,125.136068793,125.136068793,2.98056518316e-44,1.1319692001,0.00405439063164,0.023465251983,44.54183,45.32038,4.19e45,42.85803,42.99291,42.42153,41.72696
0.609093821094,0.183977235834,0.00270428487294,1.97308204475e-05,19.81416229,140.673804739,140.673804739,4.77429131077e-05,1.13066098211,3.05114394367e-06,0.0201992147893,44.59501,44.90722,2.81e44,43.04988,43.95267,42.32945,41.63567
0.485846506539,0.206263431466,0.00448390701716,0.00795726580599,20.0363946405,109.218394905,109.218394905,2.23124462831e-19,1.03658872646,6.09260590968e-05,0.0114208143833,44.69004,46.03777,2.93e45,42.98457,43.00252,41.22119,41.03894
2.69640347934,3.69275807658,9.51820176904,4.28140042607e-05,18.0448576504,142.991843459,142.991843459,1.4912440556e-35,0.992304511758,0.0646819090346,0.0188484923687,44.78482,44.68607,8.02e44,42.53414,42.81552,41.89582,41.86565
0.528184693789,0.515598942241,0.00985743737103,0.000133718699628,19.7743480888,108.754940935,108.754940935,4.78397857526e-13,1.65234693889,8.42531860413e-05,0.009386021022,45.22008,44.85840,7.05e44,42.60624,42.91650,41.85748,41.63610
0.918373639168,0.878771300738,0.0344197595777,0.00160083985115,19.7330702269,147.972350933,147.972350933,2.41371771133e-52,1.00397283855,0.00028355033763,0.0622280490561,44.67030,44.66664,5.36e44,42.71966,42.88055,42.92163,40.86044
1.10781082142,1.66551937223,0.149065272263,4.68108646923e-05,19.6517181873,121.084781644,121.084781644,1.38251410121e-19,1.11391895749,0.00209574669034,0.00837708522646,44.23784,44.89960,1.91e45,42.34346,43.17620,42.36641,41.51476
0.795647207488,0.342615264672,0.00903660869718,8.51627232469e-07,19.7871167577,148.529707334,148.529707334,1.04242778674e-25,0.955072487652,7.86322701177e-05,0.0132538635995,44.59427,45.16364,8.01e43,42.67943,43.34918,41.82378,41.74407
0.535803070001,0.0805334340935,0.000534165493275,3.69115354626e-05,19.5782879446,158.854119973,158.854119973,3.44586781194e-33,1.2386614794,3.46287390053e-06,0.00707665211383,44.80879,45.38134,1.63e45,42.52063,42.99591,41.53349,41.82133
0.517212441646,0.182517416566,0.00406900411029,1.38595605634e-06,20.0351688605,127.670153542,127.670153542,1.61696707484e-34,1.17387373657,5.87077527721e-05,0.0133624105466,44.75154,44.71793,1.32e45,42.55448,42.67819,42.01386,40.68333
0.31939431288,0.0353013241689,0.000291573979946,4.64713113205e-05,20.0675424208,108.112994363,108.112994363,1.42508433208e-06,1.16788445817,3.28478055566e-07,0.0152428660743,44.08426,44.52579,1.01e45,42.22238,42.87405,41.86658,40.86122
0.791040017182,0.505105708275,0.0140900313471,3.96153489251e-05,18.3784707617,179.607859719,179.607859719,2.29542798537e-41,1.08343765058,0.000103983463165,0.00881395965686,44.34647,44.77300,6.82e44,42.53414,42.82767,41.64106,42.45178
0.572591772985,0.274081512404,0.00713162510929,0.000178362971803,19.9185137164,114.334612478,114.334612478,5.32915140691e+14,0.968858570309,1.26618815099e-17,0.00757318006073,44.41080,44.90015,1.58e44,42.31086,43.02815,42.85326,40.90548
0.479226518557,0.408392836705,0.0181436885974,1.29660359294e-05,20.0887177277,105.300263104,105.300263104,4.24304198106e-40,1.17209177412,0.000226191776161,0.00552941998927,44.44258,44.95125,4.69e44,42.33134,43.10245,41.57529,42.26538
0.295500686889,0.129243756101,0.00141228032656,4.82626338844e-05,19.5357024097,149.95463012,149.95463012,8.00315201143e-33,1.19640263272,1.03586422791e-05,0.00978648255959,44.48394,44.86517,6.73e44,42.64806,42.22104,"42.74552

",42.12025
0.56010773799,0.592435994096,0.0154440052063,3.94791598606e-06,19.4242533265,132.296113499,132.296113499,2.71011903763e-32,1.00841393741,0.000275838305866,0.00677284668435,45.03598,44.04390,1.19e44,43.01677,42.48675,41.89148,41.94719
0.69184881788,0.239073472886,0.00209034003538,4.54525863749e-06,18.078744605,160.43909008,160.43909008,1.49986020649e-40,1.04433129949,2.28437894231e-05,0.050359740082,44.61065,44.63855,8.45e44,42.68640,42.92635,42.35133,41.81223
0.299999280247,0.0822001844274,0.00115622613428,6.66064032625e-07,19.5597940103,119.43447611,119.43447611,7.97448624644e-21,1.096581643,1.90544515363e-05,0.032558007415,44.70652,44.54728,2.03e45,43.10906,42.99379,42.24738,41.59778
0.227867350562,0.0489114216185,0.000330117175867,0.000248779344097,19.3869757247,108.271261666,108.271261666,3.96793006746e-48,1.17528033527,7.56571075929e-06,0.0327105985363,44.83296,44.77257,2.26e44,42.94242,43.10417,42.12112,40.75320
1.11204143071,1.15557498638,0.0576317408349,5.64545400708e-05,19.9401716966,139.675007549,139.675007549,2.06277761515e-24,1.13154554832,0.00029912394796,0.135050813337,44.32271,45.09934,9.33e44,42.95855,43.11582,41.32674,41.60521
0.964536601668,0.824755951046,0.0216043256307,2.32141535535e-05,19.1438960195,150.164233683,150.164233683,3.36593491742e-20,0.940458587979,0.000312514614384,0.00495537058676,44.84746,45.06645,1.98e45,42.99467,43.09889,42.10446,41.95696
0.579320082999,0.309149001398,0.00644959381526,1.01396010938e-05,19.8444040082,119.527432297,119.527432297,1.92402860542e-19,1.04875054473,0.000200564763031,0.0367823988982,44.66365,44.86206,4.85e45,42.96763,43.71762,42.44759,41.90367
0.509931966558,0.192068283617,0.00350108753358,0.000561556489492,18.9918949968,129.45142719,129.45142719,1.77768536854e-18,1.06393077714,5.07811856561e-05,0.108443177677,44.76287,45.78051,2.94e44,42.07823,43.36264,42.41232,41.83543
0.21080308908,1.39539932508,0.142767084308,4.36574947878e-06,16.8877655591,128.180931522,128.180931522,3.03642752588e-17,0.175208105766,0.00219876705694,0.0341259195888,45.10199,44.68850,3.45e44,42.26986,43.46540,42.42352,42.34942
0.718693029902,0.186391948129,0.00189994874114,1.06056095009e-05,19.8711636979,118.879130313,118.879130313,8.4276497635e-39,1.35488315135,3.064952876e-05,0.0286752342963,44.64622,45.12138,7.25e44,42.46464,43.07342,42.75009,42.26263
0.544039010975,0.145732969927,0.00229297525311,7.67263457528e-05,19.0019794979,165.788756899,165.788756899,7.50881397777e-27,1.30744766822,2.68846162643e-05,0.055650488304,44.87745,44.82848,1.59e45,42.82392,43.31099,42.49940,41.70028
0.562051507294,0.246534134702,0.00538568234903,1.74129993625,19.729344559,142.610883415,142.610883415,5.86049476319e-19,0.894293620651,0.000103126285177,0.0127457578439,44.09679,45.09556,3.34e45,42.88789,42.89897,41.63015,41.54967
36.0383980324,21.3706431248,520.773278098,0.00102947039548,17.9693416876,306.959601695,306.959601695,1.53453613548e-19,1.10592798769,4.73193672312,0.0417824919177,44.27269,44.48811,1.19e45,42.22354,43.47677,42.17727,42.27398
0.382891083124,1.85777204771,0.362143707375,4.12169870656e-06,17.7359488426,111.242193065,111.242193065,1.84173897275e-07,1.19782488426,0.00540379243206,0.0119001768932,44.44430,45.38660,1.52e44,42.74993,43.09807,42.71115,41.72772
0.555826496998,0.209066579996,0.00200424743998,0.00657730668309,19.3384279228,158.278091119,158.278091119,7.43762515364e-35,1.05395191733,2.89279817956e-05,0.0320784776059,44.93558,44.78246,9.22e45,42.63238,43.30349,42.28624,42.22803
1.18406979018,2.95716543988,1.86655277119,0.00064719560742,19.8912439972,110.405206088,110.405206088,2.67352789545e-07,1.17178053799,0.0243417886446,0.0518253924898,44.09816,44.95779,1.47e45,43.42872,43.27955,42.75240,41.29200
0.611927403512,2.56438059782,0.218816546144,2.42114767536e-06,19.5441321872,117.326510706,117.326510706,1.36457279153e-29,1.12407154557,0.00556983551163,0.0273124209774,44.33125,44.90453,2.43e44,43.11371,43.02225,41.54856,41.82570
0.394992605808,0.113511365588,0.00089559593864,0.000534238751921,18.6750578155,145.675396449,145.675396449,2.25623885591e-52,1.13074656135,1.30284689428e-05,0.102248343798,44.44104,45.34227,3.99e45,43.12829,43.17504,42.34606,41.51603
0.989896519178,1.92492269835,0.116556134242,0.00719483837712,20.2211414981,103.608234505,103.608234505,2.38064152563e-16,1.12197291794,0.00153390301332,0.0387519643596,44.33125,45.01199,1.34e46,42.77936,42.10240,42.01922,42.73611
1.73748457852,3.73971616512,2.5033265469,0.000205699743159,19.9423527444,95.8545826767,95.8545826767,7.90229987685e-20,1.34799013232,0.0439345433937,0.0293932584087,44.44104,44.20388,2.24e44,43.46437,42.55260,43.19707,41.45944
0.29120187734,1.88236144006,0.0600975896852,0.00022573802624,19.69855103,106.811777563,106.811777563,6.04574713142e-35,1.11164606686,0.00314409075363,0.0519773026261,44.88637,44.42333,1.83e45,42.66776,43.10894,42.01806,41.37077
 0.898365767707,1.68238097956,0.0954588993887,0.00167992533935,19.2897093732,151.843720588,151.843720588,3.12988736685e-49,1.43438496008,0.000815132585671,0.178184581231,44.30239,44.70367,1.83e45,43.06504,43.42597,41.72686,41.47399
1.19531750297,1.95910159862,0.242752487972,2.48840387157e-05,19.7084256259,101.706020108,101.706020108,2.30478547227e-26,1.16109972755,0.00170548451011,0.0152882564493,44.22117,45.16175,1.57e45,42.62014,42.34814,41.23371,41.72148
0.313031511404,0.214844762405,0.00613868789795,0.000104765784332,20.0175948039,115.051335748,115.051335748,8.93715184455e-16,1.31800639345,0.000105217456814,0.00528241351953,44.76188,44.19785,3.47e45,42.65596,42.67153,41.78927,41.44395
0.885826243009,0.908732474602,0.0265703026134,0.00103192479166,19.5695079862,118.638810117,118.638810117,9.48548988424e-20,1.10483146083,9.08652764744e-05,0.0324114272198,45.09383,44.47436,4.96e44,42.77973,43.02249,42.62721,42.11013
1.41109696621,2.88303708027,0.371929368057,0.000197364008014,18.5055799535,144.766432299,144.766432299,2.69301330322e-47,1.27889160295,0.0030870889246,0.00815094794316,44.44021,44.48945,2.89e44,43.13841,42.99758,41.27474,41.75123
0.81001199515,0.587025047104,0.0227848189511,0.00163738761935,19.6640880765,151.831031846,151.831031846,6.54860788621e-32,1.0816700902,0.000226618434519,0.0121496024309,44.54921,45.16544,1.76e45,43.29014,42.79588,41.97106,41.68625
1.39412321357,3.0952665125,0.602173092856,6.66027822757e-06,19.2393118962,279.736000079,279.736000079,4.70307643961e-46,1.0050569339,0.0041763252084,0.0055133027439,44.65970,44.73836,1.18e45,42.56854,42.95531,42.12706,42.28107
0.424347040772,0.161633027774,0.873827741766,0.00373512952737,19.885762185,120.083330839,120.083330839,5.11712041603e-22,1.13297381772,2.72305517439e-05,0.00930575894395,44.79900,44.70017,1.82e44,42.33321,42.97747,42.08910,40.65519
1.64277418516,3.11669238865,0.00264531593057,6.3693485149e-06,19.539939418,114.219733005,114.219733005,7.31957540797e-41,1.35946242157,0.0146326742884,0.0273132323034,44.18964,44.99169,5.56e44,42.37821,43.37527,,41.50676
0.717315358168,0.717315358168,0.03283905959,0.000138519453139,19.4235041524,118.094154784,118.094154784,3.98116558473e-21,0.998601091862,3.09721925015e-05,0.0295333699507,44.25669,45.37277,9.08e44,41.91246,43.20201,,41.59405
0.59145710978,0.607640324527,0.200868161965,0.0129320271982,19.8032929879,117.118201473,117.118201473,2.38732300029e-28,1.24735296965,0.000470347931299,0.03051134198,44.35819,44.99354,5.44e44,42.10484,42.73059,,41.85345
0.769330248985,1.53766021765,0.00204916977577,4.70391288022e-06,20.0219075437,72.1583967613,72.1583967613,0.0660027434435,1.09847748781,0.00239708775281,0.0236186392106,44.91202,44.65862,8.59e44,42.66324,43.06928,,
0.410739378138,0.198962294816,0.754909045741,0.00233413716756,19.5944155132,120.250194795,120.250194795,2.18637582684e-31,0.990140387898,2.97622982098e-05,0.0251036111008,45.05713,44.56841,5.84e44,42.58026,42.78089,,
1.65744157121,0.918929393545,0.0051296533206,2.11444445325e-05,20.003889011,105.04606048,105.04606048,1.07840486735e-64,1.0164242008,0.00859864802431,0.0436955804974,44.56043,44.65633,2.07e45,42.28675,42.88707,,
0.435216417993,0.21297666765,0.00194085051178,6.00481789982e-06,19.5931639291,116.978320652,116.978320652,4.85870885212e-27,1.283346731,6.10507128595e-05,0.0216001536214,44.78145,44.59963,1.41e45,42.41024,43.05763,,
0.778897312652,0.108969117589,0.0409213347173,0.000112980885954,19.7459137435,90.275393654,90.275393654,5.81838616691e-25,1.34656589745,6.57230481508e-05,0.016528629067,44.77507,44.73006,3.38e44,42.71884,42.56775,,
0.948926782089,0.937580047341,0.72929569294,0.00226442989705,19.835728019,110.590782996,110.590782996,5.86015612302e-47,1.45336178837,0.000603910854035,0.190892179084,44.36424,44.47789,9.04e44,42.63816,42.90808,,
1.34539812712,2.8077014538,3.54963105842,0.0134636620785,20.4044921339,101.190162643,101.190162643,9.05662271243e-53,1.35904378903,0.0112492608449,0.0386302974558,44.17580,45.01247,1.32e43,42.27794,42.80545,,
2.15854378814,2.59851131509,0.82742142144,0.00215590754779,18.7126360557,109.244385631,109.244385631,1.30238936375e-35,1.24172265454,0.0432445435581,0.0391119329451,44.40151,44.55196,2.89e44,42.67026,43.32544,,
1.48638877345,4.40995989067,0.0160021474106,4.21333015494e-05,20.2482157401,71.1702265972,71.1702265972,1.20860011648e-46,1.28938771792,0.019907405249,0.0183847556995,44.20654,44.98618,6.62e44,42.11144,42.78329,,
0.685808825704,0.707020789562,0.00210361849738,4.0724295774e-06,18.0995261384,158.449948662,158.449948662,5.28820152144e-24,1.08415240569,0.000153200292806,0.106862038773,44.59746,45.06799,4.59e44,,42.81910,,
0.825946251618,0.214623666924,0.450522885382,0.00173160546818,19.486858185,137.917820127,137.917820127,9.50421425762e-45,1.32333456353,2.26555215732e-05,0.017548210703,44.17015,44.86777,2.73e44,,43.24706,,
0.890310757566,2.05219810951,0.0797507135094,0.000245325690916,20.1483026531,106.39387779,106.39387779,1.66659064523e-33,1.12498030023,0.00849005106029,0.0285461503138,44.31297,44.71317,1.01e45,,43.23054,,
1.05338324841,1.33778218988,,,19.5048299292,119.673019795,119.673019795,5.76573091728e-14,1.19328175285,0.000331500005814,0.0456485083228,44.52867,44.93590,2.20e45,,42.79880,,
,,,,,,,,,,0.00836898889042,44.68251,44.57434,4.22e44,,43.06437,,
,,,,,,,,,,,,44.45962,5.85e43,,42.75987,,
,,,,,,,,,,,,45.73744,5.17e44,,42.79383,,
,,,,,,,,,,,,44.28572,3.41e45,,43.66837,,
,,,,,,,,,,,,0.01334,1.07e45,,42.68648,,
,,,,,,,,,,,,44.39641,1.48e45,,42.38523,,
,,,,,,,,,,,,44.43794,3.18e44,,42.91559,,
,,,,,,,,,,,,44.40271,8.92e44,,43.06190,,
,,,,,,,,,,,,44.66232,3.46e44,,,,
,,,,,,,,,,,,,9.01e44,,,,
,,,,,,,,,,,,,6.52e44,,,,
,,,,,,,,,,,,,1.02e45,,,,
,,,,,,,,,,,,,3.11e44,,,,
